"","id","x","y","alpha","major","minor","area","frame","track","pred1","pred2","TPX","BPX","trayn","camera","rep","trial","position"
"1",1,243.20002746582,378.599983215332,-18.4349517822266,8.22192192077637,5.05964422225952,28.5,1,1,328.7004737854,307.212948257117,246,238,1,1,3,2,1
"2",1,236.5,378,0,7,6,31,2,1,213.125,307.55035971223,246,238,1,1,3,2,1
"3",1,232,377.5,0,8,5,29.5,3,1,135.5,307.776978417266,246,238,1,1,3,2,1
"4",1,224,376.5,0,8,5,29.5,4,1,-2.49999999999955,308.179856115108,246,238,1,1,3,2,1
"5",1,220,375.5,0,8,5,32.5,5,1,-71.4999999999995,308.381294964029,246,238,1,1,3,2,1
"6",1,211,373.5,0,8,5,31.5,6,1,-226.749999999999,308.834532374101,246,238,1,1,3,2,1
"7",1,210,372.5,0,8,5,28.5,7,1,-243.999999999999,308.884892086331,246,238,1,1,3,2,1
"8",1,210,371.5,0,8,5,31.5,8,1,-243.999999999999,308.884892086331,246,238,1,1,3,2,1
"9",1,202,367.5,0,8,5,29.5,9,1,-381.999999999999,309.287769784173,246,238,1,1,3,2,1
"10",1,198,365.5,0,8,5,29.5,10,1,-450.999999999999,309.489208633093,246,238,1,1,3,2,1
"11",1,198.000030517578,365.999984741211,-45,7.07106781005859,5.65685367584229,28,11,1,-450.999473571776,309.489207096237,246,238,1,1,3,2,1
"12",1,197.5,363,0,7,6,30.5,12,1,-459.624999999999,309.514388489209,246,238,1,1,3,2,1
"13",1,190.000015258789,358.999977111816,-45,7.07106781005859,5.65685367584229,30,13,1,-588.999736785887,309.892085562507,246,238,1,1,3,2,1
"14",1,191,358.5,0,8,5,32,14,1,-571.749999999998,309.841726618705,246,238,1,1,3,2,1
"15",1,183.5,351.5,0,7,5,30.5,15,1,-701.124999999998,310.219424460432,246,238,1,1,3,2,1
"16",1,181,350.5,0,8,5,31,16,1,-744.249999999998,310.345323741007,246,238,1,1,3,2,1
"17",1,181.900009155273,349.79997253418,-26.5650482177734,7.15541696548462,6.70820331573486,34,17,1,-728.724842071531,310.299999538943,246,238,1,1,3,2,1
"18",1,179,342.5,-90,7,6,33.5,18,1,-778.749999999998,310.446043165468,246,238,1,1,3,2,1
"19",1,173.5,331,0,7,6,29.5,19,1,-873.624999999997,310.723021582734,246,238,1,1,3,2,1
"20",1,172,327.5,-90,7,6,32,20,1,-899.499999999997,310.798561151079,246,238,1,1,3,2,1
"21",1,171,326.5,-90,7,6,31.5,21,1,-916.749999999997,310.848920863309,246,238,1,1,3,2,1
"22",1,168.750015258789,316.749984741211,45,7.77817440032959,5.65685367584229,31.5,22,1,-955.562236785886,310.962229447399,246,238,1,1,3,2,1
"23",1,180.5,305.5,0,7,5,28,23,1,-752.874999999998,310.370503597122,246,238,1,1,3,2,1
"24",1,199.500015258789,298,-45,7.77817440032959,4.94974756240845,29,24,1,-425.124736785887,309.41366829632,246,238,1,1,3,2,1
"25",1,215.000015258789,290,45,5.65685367584229,5.65685367584229,26,25,1,-157.749736785888,308.633092756752,246,238,1,1,3,2,1
"26",1,237.5,293.5,0,7,5,26,26,1,230.375,307.5,246,238,1,1,3,2,1
"27",1,260,303.5,0,6,5,26,27,1,618.499999999999,306.36690647482,246,238,1,1,3,2,1
"28",1,279,319,0,6,6,29.5,28,1,946.249999999998,305.410071942446,246,238,1,1,3,2,1
"29",1,296.5,332,0,7,6,30.5,29,1,1248.125,304.528776978417,246,238,1,1,3,2,1
"30",1,303,338,-90,6,4,19.5,30,1,1360.25,304.201438848921,246,238,1,1,3,2,1
"31",1,301.5,341,-90,8,5,26.5,31,1,1334.375,304.276978417266,246,238,1,1,3,2,1
"32",1,298.615356445312,346.576919555664,-56.3099327087402,7.48845291137695,4.4376015663147,24.5,32,1,1284.61489868164,304.422248236567,246,238,1,1,3,2,1
"33",1,294.500030517578,351.999969482422,-45,7.77817440032959,4.94974708557129,26,33,1,1213.62552642822,304.629494866021,246,238,1,1,3,2,1
"34",1,292.5,354.5,90,7,5,26,34,1,1179.125,304.730215827338,246,238,1,1,3,2,1
"35",1,288.75,358.249992370605,-45,7.77817440032959,4.24264049530029,28.5,35,1,1114.4375,304.919064748201,246,238,1,1,3,2,1
"36",1,284.5,363.5,90,7,5,23,36,1,1041.125,305.13309352518,246,238,1,1,3,2,1
"37",1,283.500030517578,364.999984741211,-45,7.77817440032959,3.5355339050293,19,37,1,1023.87552642822,305.183451700554,246,238,1,1,3,2,1
"38",1,282.500030517578,363.999984741211,-45,7.77817440032959,4.94974708557129,29,38,1,1006.62552642822,305.233811412784,246,238,1,1,3,2,1
"39",1,282.000030517578,363.5,-45,7.77817440032959,4.94974708557129,29,39,1,998.000526428221,305.258991268899,246,238,1,1,3,2,1
"40",1,275.000030517578,369.5,-45,7.77817440032959,4.94974756240845,29,40,1,877.250526428221,305.61150925451,246,238,1,1,3,2,1
"41",1,272.5,370,0,7,6,29.5,41,1,834.124999999998,305.737410071942,246,238,1,1,3,2,1
"42",1,263.250030517578,374.25,-45,8.48528099060059,4.94974708557129,31.5,42,1,674.563026428222,306.203235873215,246,238,1,1,3,2,1
"43",1,259.250030517578,376.249984741211,-45,8.48528099060059,4.94974708557129,30.5,43,1,605.563026428222,306.404674722136,246,238,1,1,3,2,1
"44",1,256.300018310547,376.599990844727,-26.5650482177734,8.04984474182129,4.91934967041016,27.5,44,1,554.675315856933,306.553236487958,246,238,1,1,3,2,1
"45",1,250,376.5,0,8,5,29.5,45,1,445.999999999999,306.870503597122,246,238,1,1,3,2,1
"46",1,238,378.5,0,8,5,30.5,46,1,239,307.474820143885,246,238,1,1,3,2,1
"47",1,234,377.5,0,8,5,31.5,47,1,170,307.676258992806,246,238,1,1,3,2,1
"48",1,232,376.5,0,8,5,30.5,48,1,135.5,307.776978417266,246,238,1,1,3,2,1
"49",1,232,376.5,0,8,5,31.5,49,1,135.5,307.776978417266,246,238,1,1,3,2,1
"50",1,232,376.5,0,8,5,31.5,50,1,135.5,307.776978417266,246,238,1,1,3,2,1
"51",1,232,376.5,0,8,5,31.5,51,1,135.5,307.776978417266,246,238,1,1,3,2,1
"52",1,232,376.5,0,8,5,31.5,52,1,135.5,307.776978417266,246,238,1,1,3,2,1
"53",1,232,376.5,0,8,5,31.5,53,1,135.5,307.776978417266,246,238,1,1,3,2,1
"54",1,232,376.5,0,8,5,31.5,54,1,135.5,307.776978417266,246,238,1,1,3,2,1
"55",1,232,376.5,0,8,5,31.5,55,1,135.5,307.776978417266,246,238,1,1,3,2,1
"56",1,229,375.5,0,8,5,30.5,56,1,83.7500000000005,307.928057553957,246,238,1,1,3,2,1
"57",1,221,375.5,0,8,5,29.5,57,1,-54.2499999999995,308.330935251799,246,238,1,1,3,2,1
"58",1,218,374.5,0,8,5,30.5,58,1,-105.999999999999,308.482014388489,246,238,1,1,3,2,1
"59",1,208,372,0,8,4,26.5,59,1,-278.499999999999,308.985611510791,246,238,1,1,3,2,1
"60",1,206,371.5,0,8,5,30,60,1,-312.999999999999,309.086330935252,246,238,1,1,3,2,1
"61",1,197,364.5,0,8,5,31.5,61,1,-468.249999999998,309.539568345324,246,238,1,1,3,2,1
"62",1,193,362.5,0,8,5,29.5,62,1,-537.249999999998,309.741007194245,246,238,1,1,3,2,1
"63",1,189.5,361,0,7,4,21.5,63,1,-597.624999999998,309.91726618705,246,238,1,1,3,2,1
"64",1,191.5,359.5,0,9,5,31.5,64,1,-563.124999999998,309.81654676259,246,238,1,1,3,2,1
"65",1,186.250015258789,353.249984741211,45,7.77817440032959,5.65685367584229,32.5,65,1,-653.687236785886,310.08093448337,246,238,1,1,3,2,1
"66",1,180,348.5,0,8,5,31.5,66,1,-761.499999999998,310.395683453237,246,238,1,1,3,2,1
"67",1,180,347.5,0,8,5,31.5,67,1,-761.499999999998,310.395683453237,246,238,1,1,3,2,1
"68",1,180.000015258789,344.999984741211,45,8.48528099060059,5.65685367584229,35,68,1,-761.499736785886,310.395682684809,246,238,1,1,3,2,1
"69",1,175.750015258789,336.749984741211,45,7.77817440032959,5.65685367584229,30.5,69,1,-834.812236785886,310.609711461788,246,238,1,1,3,2,1
"70",1,171,327,0,6,6,29,70,1,-916.749999999997,310.848920863309,246,238,1,1,3,2,1
"71",1,171,326.5,-90,7,6,30.5,71,1,-916.749999999997,310.848920863309,246,238,1,1,3,2,1
"72",1,169.5,325,-90,8,5,30.5,72,1,-942.624999999997,310.924460431655,246,238,1,1,3,2,1
"73",1,170.25,320.25,-45,7.07106781005859,4.94974756240845,29.5,73,1,-929.687499999997,310.886690647482,246,238,1,1,3,2,1
"74",1,170.500015258789,307.499984741211,45,7.07106781005859,5.65685367584229,29,74,1,-925.374736785886,310.874099950996,246,238,1,1,3,2,1
"75",1,173.250015258789,294.249984741211,-45,7.07106781005859,4.94974708557129,25.5,75,1,-877.937236785886,310.735610742363,246,238,1,1,3,2,1
"76",1,184.500015258789,281.999969482422,-45,7.77817440032959,4.94974708557129,28,76,1,-683.874736785886,310.169063979773,246,238,1,1,3,2,1
"77",1,194.300018310547,270.099975585938,-26.5650482177734,7.60263013839722,4.919349193573,28,77,1,-514.824684143065,309.675538646231,246,238,1,1,3,2,1
"78",1,214.5,267,0,7,4,24.5,78,1,-166.374999999999,308.658273381295,246,238,1,1,3,2,1
"79",1,235.5,270.5,0,7,5,29,79,1,195.875,307.60071942446,246,238,1,1,3,2,1
"80",1,256.5,276.5,0,7,5,29,80,1,558.124999999999,306.543165467626,246,238,1,1,3,2,1
"81",1,276.5,280.5,0,7,5,27.5,81,1,903.124999999998,305.535971223022,246,238,1,1,3,2,1
"82",1,294,286,0,6,6,27.5,82,1,1205,304.654676258993,246,238,1,1,3,2,1
"83",1,308,295.499984741211,45,4.94974708557129,3.5355339050293,14,83,1,1446.5,303.94964028777,246,238,1,1,3,2,1
"84",1,308.25,296.249984741211,45,3.5355339050293,2.82842683792114,8.5,84,1,1450.8125,303.937050359712,246,238,1,1,3,2,1
"85",1,302.100067138672,278.199966430664,63.4349517822266,6.70820331573486,2.68328142166138,11.5,96,1,1344.72615814209,304.246759208844,246,238,1,1,3,2,1
"86",1,298.300018310547,270.599975585938,63.4349517822266,4.02492237091064,1.78885424137115,4.5,97,1,1279.17531585693,304.438128574289,246,238,1,1,3,2,1
"87",1,298,269.5,-90,1,0,0,98,1,1274,304.453237410072,246,238,1,1,3,2,1
